  Date ,   P(all banks going default)  
 11/07/2011, 0.00168606675933163 
 12/07/2011, 0.00488144932018432 
 13/07/2011, 0.00188788444645073 
 14/07/2011, 0.00104022872414843 
 15/07/2011, 0.00022408989731936 
 16/07/2011, 0.000116408619528629 
 17/07/2011, 0.000171875934566664 
 18/07/2011, 0.000220430231366908 
 19/07/2011, 0.000411895840773968 
 20/07/2011, 0.000496690804877736 
 21/07/2011, 0.00106159002633435 
 22/07/2011, 0.000838524343275909 
 23/07/2011, 0.000928933616147532 
 24/07/2011, 0.000879237783507529 
 25/07/2011, 0.00168079068564017 
 26/07/2011, 0.00339485844558515 
 27/07/2011, 0.00182364730628586 
 28/07/2011, 0.00261227020213367 
 29/07/2011, 0.00204196478092739 
 30/07/2011, 0.00175969242378051 
 31/07/2011, 0.000835536566520772 
 01/08/2011, 0.000543535641772168 
 02/08/2011, 0.000403847938896819 
 03/08/2011, 3.78789636347867E-05 
 04/08/2011, 9.54282878043027E-05 
 05/08/2011, 1.71470198923603E-05 
 06/08/2011, 0.00015309857981378 
 07/08/2011, 0.000530119717444956 
 08/08/2011, 0.00047064468544461 
 09/08/2011, 0.000160663278054393 
 10/08/2011, 0.000451206058746638 
 11/08/2011, 0.000956471240939539 
 12/08/2011, 0.00118735089214667 
 13/08/2011, 0.00322939990178687 
 14/08/2011, 0.00498428080935594 
 15/08/2011, 0.00730207357957017 
 16/08/2011, 0.00314326449960908 
 17/08/2011, 0.00289860566938835 
 18/08/2011, 0.002740419739278 
 19/08/2011, 0.00209980961311941 
 20/08/2011, 0.00149732865595489 
 21/08/2011, 0.00345181980765859 
 22/08/2011, 0.00316677855085206 
 23/08/2011, 0.00200801886500722 
 24/08/2011, 0.00159459713777227 
 25/08/2011, 0.000808808409836113 
 26/08/2011, 0.00196981354513979 
 27/08/2011, 0.00321149098820035 
 28/08/2011, 0.00380038045865191 
 29/08/2011, 0.00504143932522357 
 30/08/2011, 0.00132924672614091 
 31/08/2011, 5.97385302905169E-05 
 01/09/2011, 0.00197598637635472 
 02/09/2011, 0.00390389499419545 
 03/09/2011, 0.00419224546038575 
 04/09/2011, 0.00369644931921166 
 05/09/2011, 0.00285978713875053 
 06/09/2011, 0.00135237603570915 
 07/09/2011, 0.00107038703272057 
 08/09/2011, 0.000979539640808502 
 09/09/2011, 0.00112309419734667 
 10/09/2011, 0.0027137712125814 
 11/09/2011, 0.00159488540442278 
 12/09/2011, 0.00144606561599139 
 13/09/2011, 0.00037076367162094 
 14/09/2011, 0.000363186327324436 
 15/09/2011, 0.000186371148632188 
 16/09/2011, 0.000494018355554973 
 17/09/2011, 0.00123217564194595 
 18/09/2011, 0.00120679851555834 
 19/09/2011, 0.00102486927488256 
 20/09/2011, 0.000336867157583939 
 21/09/2011, 0.000172830699136538 
 22/09/2011, 0.000177338503649361 
